record_id;sync_timestamp;device_id;patient_id;patient_ci;patient_name;patient_last_name_1;patient_last_name_2;patient_sex;patient_birth_date;patient_department;patient_municipality;patient_community;patient_indigenous;vaccination_date;vaccine_code;vaccine_name;dose_number;facility_code;facility_name;lot_number;storage_temp_celsius;patient_age_days;administration_route;gps_latitude;gps_longitude;gps_accuracy_meters;observations
MOVIL-000355;2025-04-23T14:23:24;TAB-CH-04;MOV-00154;16702852 CH;Nayeli;Chambi;Quispe;F;24/1/2021;Chuquisaca;Sucre;;True;2025-04-23T16:35:41;VAC-004;Pentavalente;3.0;EST-CH-0273;Micro Hospital Río Seco;LOT-PFZ-2025-736;7.5;1550;Intramuscular;-18.562.258;-64.599.186;10.0;
MOVIL-000356;2025-01-13T16:47:16;TAB-OR-04;MOV-00994;54997927 CH;Santusa;Rojas;Machaca;F;24/7/2011;Chuquisaca;Zudáñez;Comunidad Culpina;True;2025-01-13T10:15:34;VAC-025;Influenza Estacional;1.0;EST-CH-0283;Centro de Salud Hamacas;LOT-AZN-2025-408;5.4;4922;Intramuscular;-19.738.279;-65.881.525;25.0;
MOVIL-000357;2025-04-05T13:12:04;TAB-OR-03;MOV-01122;5390741 PT;Lucía;Cruz;Poma;F;16/3/2025;Potosí;Colquechaca;Ayllu Jukumani;False;2025-04-05T11:21:41;VAC-012;Antineumocócica;1.0;EST-PT-0225;Posta de Salud Alalay;LOT-GSK-2025-200;4.8;20;Intramuscular;-19.486.306;-66.407.133;5.0;
MOVIL-000358;2025-04-01T12:11:13;TAB-OR-03;MOV-01054;54126585 OR;Rosa;Choque Huanca;Chipana;F;23/3/2022;Oruro;Challapata;Ayllu Pocoata;True;2025-04-01T12:35:54;VAC-008;Antipolio bOPV;2.0;EST-OR-0247;Centro Integral de Salud Tunari;LOT-AZN-2025-101;1.3;1105;Oral;-18.647.697;-66.848.662;10.0;Brigada móvil comunitaria
MOVIL-000359;2024-03-04T11:55:21;TAB-CH-03;MOV-01053;10793227 CH;Luis;Choque Huanca;Chambi;M;8/11/2019;Chuquisaca;Villa Serrano;Ayllu Macha;True;2024-03-04T10:16:20;VAC-011;Antipolio bOPV;5.0;EST-CH-0291;Posta Sanitaria Valle Hermoso;LOT-SII-2024-327;5.1;1578;Oral;-19.280.167;-64.404.305;5.0;
MOVIL-000360;2024-11-29T10:46:49;TAB-PT-07;MOV-00068;3966422 PT;Santusa;Chambi;Marca;F;27/3/2018;Potosí;Villazón;Comunidad Tinquipaya;True;2024-11-29T11:50:56;VAC-025;Influenza Estacional;1.0;EST-PT-0234;Centro Ambulatorio Alto Lima;LOT-GSK-2024-194;4.3;2439;Intramuscular;-18.990.123;-66.453.689;25.0;Campaña puerta a puerta
MOVIL-000361;2025-03-05T16:27:16;TAB-PT-04;MOV-00302;24284876 OR;Domitila;Machaca;Mendoza;F;26/8/2014;Oruro;Huanuni;Comunidad Tolapampa;False;2025-03-05T08:58:39;VAC-025;Influenza Estacional;1.0;EST-OR-0254;Posta de Salud Unión;LOT-BIO-2025-583;9.3;3844;Intramuscular;-1.754.013;-67.185.141;5.0;Brigada móvil comunitaria
MOVIL-000362;2024-04-27T10:12:40;TAB-OR-02;MOV-01182;66594704 PT;Marco;Apaza;Cruz;M;28/10/2012;Potosí;Betanzos;Comunidad Culpina;True;2024-04-27T13:20:50;;;2.0;EST-PT-0205;Centro Ambulatorio Mallasa;LOT-SNF-2024-700;5.7;4199;Intramuscular;-20.738.976;-65.971.897;5.0;
MOVIL-000363;2024-03-18T14:03:39;TAB-OR-02;MOV-00382;;Saturnino;Cruz;Huanca;M;20/2/2021;Oruro;Antequera;Comunidad Huari;True;2024-03-18T14:46:48;VAC-021;Antiamarílica (FA);1.0;EST-OR-0262;Centro Ambulatorio Sopocachi;LOT-SII-2024-671;6.2;1122;Subcutánea;-17.228.608;-67.387.656;25.0;
MOVIL-000364;2024-01-11T12:46:33;TAB-PT-02;MOV-00380;92177996 CH;Freddy;Calle;Machaca;M;14/9/2021;Chuquisaca;Villa Abecia;Ayllu Chayantaka;True;2024-01-11T15:45:01;VAC-025;Influenza Estacional;1.0;EST-CH-0267;Centro Ambulatorio Achumani;LOT-SII-2024-499;5.8;849;Intramuscular;-19.910.818;-65.625.865;10.0;
MOVIL-000365;2024-10-26T12:58:08;TAB-PT-02;MOV-00988;59345972 PT;Fortunata;Condori;Torrez;F;12/4/2024;Potosí;Uncía;Comunidad Caripuyo;True;2024-10-26T08:12:44;VAC-017;Influenza Pediátrica;1.0;EST-PT-0227;Posta de Salud Valle Hermoso;LOT-PFZ-2024-702;11.6;197;Intramuscular;-2.075.513;-6.606.871;50.0;
MOVIL-000366;2024-04-29T12:39:14;TAB-OR-06;MOV-01034;50034818 PT;Sofía;Choque;Quisbert;F;31/12/2002;Potosí;Sacaca;Comunidad Chipaya;False;2024-04-29T07:53:37;VAC-024;dT Adulto;1.0;EST-PT-0227;Posta de Salud Valle Hermoso;LOT-SNF-2024-720;1.2;7790;Intramuscular;-19.984.888;-65.748.984;5.0;Campaña puerta a puerta
MOVIL-000367;2024-11-26T11:15:13;TAB-CH-07;MOV-00394;77635085 PT;Silvestre;Laura;Mamani;M;26/7/2009;Potosí;Cotagaita;Comunidad Calacoto;False;2024-11-26T10:00:00;VAC-025;Influenza Estacional;1.0;EST-PT-0219;Puesto de Salud Hamacas;LOT-SII-2024-889;2.9;5602;Intramuscular;-20.316.535;-66.422.007;50.0;
MOVIL-000368;2025-05-19T12:47:28;TAB-OR-03;MOV-00759;94386454 PT;Silvia;Machaca;Marca;F;10/10/2020;Potosí;Llallagua;Comunidad Tolapampa;True;2025-05-19T10:33:14;VAC-003;Pentavalente;2.0;EST-PT-0214;Policlínico Los Lotes;LOT-SII-2025-932;4.9;1682;Intramuscular;-20.209.266;-6.585.872;10.0;Referido de posta vecina
MOVIL-000369;2025-03-28T14:40:48;TAB-CH-07;MOV-01064;7150158 CH;Lucía;Calle;Quisbert;F;5/10/2022;Chuquisaca;Zudáñez;Comunidad Salinas;True;2025-03-28T13:07:13;VAC-008;Antipolio bOPV;2.0;EST-CH-0276;Puesto de Salud Plan 3000;LOT-SNF-2025-629;4.7;905;Oral;-18.968.364;-64.416.592;5.0;
MOVIL-000370;2024-06-12T16:23:16;TAB-CH-02;MOV-00420;64750869 PT;Carmen;Yujra;Nina;F;18/1/2017;Potosí;Cotagaita;Comunidad Culpina;False;2024-06-12T10:21:05;;;1.0;EST-PT-0212;Posta de Salud Plan 3000;LOT-AZN-2024-110;8.9;2702;Intramuscular;-204.991;-66.911.459;5.0;
MOVIL-000371;2025-05-19T13:03:55;TAB-OR-01;MOV-00915;;Paola;Huanca;Catari;F;6/2/2023;Chuquisaca;Tarabuco;Ayllu Laymes;True;2025-05-19T14:49:44;VAC-002;Pentavalente;1.0;EST-CH-0292;Micro Hospital Cerro Verde;LOT-SII-2025-461;4.8;833;Intramuscular;-18.827.364;-65.295.476;15.0;
MOVIL-000372;2024-03-15T14:57:39;TAB-CH-04;MOV-00682;58487713 CH;Dionisio;Ticona;Apaza;M;13/2/2023;Chuquisaca;Villa Serrano;Comunidad Ocurí;False;2024-03-15T07:33:37;VAC-004;Pentavalente;3.0;EST-CH-0268;Centro Ambulatorio Cota Cota;LOT-SII-2024-280;8.2;396;Intramuscular;-1.835.511;-66.056.259;15.0;Campaña puerta a puerta
MOVIL-000373;2025-02-28T11:33:07;TAB-PT-05;MOV-00084;70353566 PT;Santos;Chipana;Machaca;M;9/6/2021;Potosí;Ravelo;Comunidad Chipaya;True;2025-02-28T09:29:28;VAC-019;SRP (Triple Viral);1.0;EST-PT-0204;Posta Sanitaria Cota Cota;LOT-GSK-2025-865;4.3;1360;Subcutánea;-18.891.279;-6.561.656;15.0;Segunda visita - completar esquema
MOVIL-000374;2025-05-12T13:58:42;TAB-PT-06;MOV-00559;63111144 PT;Fortunato;Paco;Vargas;M;19/2/2020;Potosí;Cotagaita;Ayllu Jukumani;True;;VAC-025;Influenza Estacional;1.0;EST-PT-0210;Micro Hospital Ciudad Satélite;LOT-SII-2025-615;8.2;1909;Intramuscular;-20.248.761;-66.754.105;100.0;
MOVIL-000375;2024-06-20T10:17:13;TAB-PT-02;MOV-00008;45054178 PT;Pedro;Laura;Marca;M;24/11/2022;Potosí;Sacaca;Comunidad Culpina;False;2024-06-20T11:51:16;VAC-019;SRP (Triple Viral);1.0;EST-PT-0209;Puesto de Salud Río Seco;LOT-GSK-2024-865;3.9;574;Subcutánea;-19.732.906;-65.654.124;5.0;Vacunación en unidad educativa
MOVIL-000376;2024-10-24T13:16:24;TAB-CH-05;MOV-01170;75705341 PT;Daniela;Siñani;Marca;F;29/4/2020;Potosí;Tupiza;Comunidad Chacala;True;2024-10-24T12:41:20;VAC-001;BCG;1.0;EST-PT-0217;Puesto de Salud Urbarí;LOT-BIO-2024-798;15.5;1639;Intradérmica;-18.626.186;-66.427.987;15.0;Referido de posta vecina
MOVIL-000377;2024-11-09T15:49:37;TAB-CH-05;MOV-00682;58487713 CH;Dionisio;Ticona;Apaza;M;13/2/2023;Chuquisaca;Villa Serrano;Comunidad Ocurí;False;2024-11-09T10:54:24;VAC-004;Pentavalente;3.0;EST-CH-0288;Posta de Salud Temporal;LOT-SII-2024-174;5.4;635;Intramuscular;-18.421.469;-65.408.613;5.0;
MOVIL-000378;2024-07-31T14:42:45;TAB-CH-04;MOV-01128;65640059 PT;Ana;Villca;Yapura;F;12/5/2024;Potosí;Betanzos;Sindicato Tacobamba;False;2024-07-31T12:44:57;VAC-015;Anti-rotavirus;1.0;EST-PT-0227;Posta de Salud Valle Hermoso;LOT-GSK-2024-782;11.8;80;Oral;-18.970.788;-66.120.922;10.0;Vacunación en unidad educativa
MOVIL-000379;2024-05-22T14:27:21;TAB-OR-05;MOV-00767;70581919 OR;Marco;Catari;Condori;M;5/8/2014;Oruro;Huanuni;Comunidad Huari;True;2024-05-22T09:50:20;VAC-025;Influenza Estacional;1.0;EST-OR-0242;Centro Integral de Salud Bartolina Sisa;LOT-SNF-2024-611;3.8;3578;Intramuscular;-18.042.312;-67.552.516;10.0;
MOVIL-000380;2024-04-18T15:23:16;TAB-PT-07;MOV-00021;95962818 PT;Bernarda;Huanca;Mamani Quispe;F;31/1/1987;Potosí;Villazón;Comunidad Culpina;False;2024-04-18T13:03:28;VAC-024;dT Adulto;1.0;EST-PT-0203;Micro Hospital Achumani;LOT-SII-2024-255;4.8;13592;Intramuscular;-18.720.542;-6.656.183;25.0;Segunda visita - completar esquema
MOVIL-000381;2024-05-18T12:49:56;TAB-OR-06;MOV-01136;37120868 CH;Santos;Alanoca;Poma;M;14/9/2010;Chuquisaca;Presto;Comunidad Tolapampa;True;2024-05-18T08:59:18;VAC-025;Influenza Estacional;1.0;EST-CH-0277;Policlínico Pampa de la Isla;LOT-BIO-2024-325;4.6;4995;Intramuscular;-1.835.063;-66.259.795;50.0;
MOVIL-000382;2025-03-17T08:12:55;TAB-PT-05;MOV-00054;28345820 PT;Juana;Choque Huanca;Chura;F;27/4/2016;Potosí;Tupiza;Comunidad Chipaya;True;2025-03-17T07:31:52;VAC-025;Influenza Estacional;1.0;EST-PT-0216;Micro Hospital Equipetrol;LOT-PFZ-2025-336;15.1;3246;Intramuscular;-20.191.285;-64.600.721;5.0;
MOVIL-000383;2025-04-15T08:21:23;TAB-PT-01;MOV-00147;67447109 OR;Nayeli;Cruz;Choque Huanca;F;20/4/2022;Oruro;Huanuni;Comunidad Calacoto;False;2025-04-15T09:16:38;VAC-001;BCG;1.0;EST-OR-0255;Centro Ambulatorio Libertad;LOT-GSK-2025-787;3.6;1091;Intradérmica;-17.305.631;-66.733.077;50.0;
MOVIL-000384;2025-01-27T16:17:23;TAB-PT-01;MOV-00132;99023086 OR;Rosa;Nina;Vargas;F;25/7/2024;Oruro;Chipaya;Ayllu Pocoata;False;2025-01-27T14:57:34;VAC-004;Pentavalente;3.0;EST-OR-0259;Centro Ambulatorio San Antonio;LOT-PFZ-2025-312;15.0;186;Intramuscular;-18.025.392;-66.649.838;5.0;
MOVIL-000385;2024-03-08T15:31:24;TAB-OR-03;MOV-00776;30963888 CH;Freddy;Catari;Yujra;M;21/3/2020;Chuquisaca;Yamparáez;Sindicato Tacobamba;False;2024-03-08T15:57:16;VAC-003;Pentavalente;2.0;EST-CH-0277;Policlínico Pampa de la Isla;LOT-BIO-2024-977;19.4;1448;Intramuscular;-19.918.795;-65.927.019;15.0;
MOVIL-000386;2024-03-19T08:20:09;TAB-CH-07;MOV-00032;;Tomasa;Mamani Quispe;Torrez;F;23/4/2010;Potosí;Uyuni;Comunidad Tinquipaya;True;2024-03-19T16:40:55;VAC-025;Influenza Estacional;1.0;EST-PT-0204;Posta Sanitaria Cota Cota;LOT-SNF-2024-484;14.8;5079;Intramuscular;-18.861.584;-66.774.515;15.0;
MOVIL-000387;2024-04-01T13:16:21;TAB-CH-06;MOV-01092;30509068 OR;Sofía;Chipana;Mamani;F;5/11/2021;Oruro;Huanuni;Comunidad Culpina;True;2024-04-01T14:15:15;VAC-021;Antiamarílica (FA);1.0;EST-OR-0248;Centro Ambulatorio Toro Toro;LOT-SNF-2024-407;7.1;878;Subcutánea;-1.770.916;-66.624.221;15.0;Segunda visita - completar esquema
MOVIL-000388;2024-10-29T08:15:57;TAB-PT-02;MOV-00119;55496748 PT;Víctor;Mendoza;Callisaya;M;24/7/2017;Potosí;Tupiza;;True;2024-10-29T10:01:48;VAC-025;Influenza Estacional;1.0;EST-PT-0227;Posta de Salud Valle Hermoso;LOT-AZN-2024-813;4.3;2654;Intramuscular;-19.937.921;-66.690.636;5.0;
MOVIL-000389;2025-03-08T10:07:27;TAB-CH-06;MOV-00704;;Eusebia;Catari;Mamani Quispe;F;6/11/2022;Oruro;Caracollo;Comunidad Chacala;False;2025-03-08T12:59:48;VAC-003;Pentavalente;2.0;MOVIL-OR-001;Punto Móvil Salinas;LOT-AZN-2025-521;5.8;853;Intramuscular;-17.447.274;-67.824.925;10.0;
MOVIL-000390;2025-03-20T10:55:51;TAB-CH-03;MOV-01011;96959521 CH;Víctor;Condori;Quispe;M;20/11/2020;Chuquisaca;Mojocoya;Ayllu Macha;True;2025-03-20T15:50:29;VAC-007;Antipolio IPV;1.0;EST-CH-0277;Policlínico Pampa de la Isla;LOT-GSK-2025-284;4.1;1581;Intramuscular;-18.745.662;-6.449.255;15.0;Segunda visita - completar esquema
MOVIL-000391;2024-04-23T14:04:51;TAB-CH-07;MOV-00446;;Silvia;Chipana;Torrez;F;23/11/2020;Potosí;Villazón;Ayllu Jukumani;True;2024-04-23T12:53:36;VAC-004;Pentavalente;3.0;EST-PT-0203;Micro Hospital Achumani;LOT-BIO-2024-878;0.5;1247;Intramuscular;-18.718.579;-6.642.002;5.0;
MOVIL-000392;2025-03-11T15:28:26;TAB-PT-05;MOV-00584;99478802 PT;Gregoria;Marca;Nina;F;21/11/2019;Potosí;Puna;Sindicato Tacobamba;True;2025-03-11T16:29:13;VAC-025;Influenza Estacional;1.0;EST-PT-0230;Centro Integral de Salud San Sebastián;LOT-GSK-2025-262;2.3;1937;Intramuscular;-18.875.008;-64.790.503;15.0;
MOVIL-000393;2025-01-25T12:57:12;TAB-OR-05;MOV-00372;50437614 PT;Gregoria;Villca;Quisbert;F;16/7/2013;Potosí;Ravelo;;True;2025-01-25T13:11:42;VAC-022;VPH;1.0;EST-PT-0228;Micro Hospital Cerro Verde;LOT-AZN-2025-391;3.9;4211;Intramuscular;-19.445.873;-66.212.839;5.0;
MOVIL-000394;2024-12-24T08:47:16;TAB-OR-03;MOV-00640;6198054 OR;Bernarda;Choque Huanca;Alanoca;F;30/4/1999;Oruro;Salinas de Garci Mendoza;Ayllu Pocoata;False;2024-12-24T08:43:07;VAC-024;dT Adulto;1.0;MOVIL-OR-001;Punto Móvil Salinas;LOT-SNF-2024-893;4.3;9370;Intramuscular;-17.767.251;-66.638.513;50.0;
MOVIL-000395;2025-01-17T08:59:37;TAB-OR-05;MOV-00981;12503817 OR;Freddy;Limachi;Alanoca;M;12/6/2021;Oruro;Chipaya;Comunidad San Pedro de Quemes;True;2025-01-17T14:59:32;VAC-025;Influenza Estacional;1.0;EST-OR-0251;Posta Sanitaria Villa Primavera;LOT-BIO-2025-290;5.4;1315;Intramuscular;-17.578.405;-67.732.922;50.0;
MOVIL-000396;2024-01-20T14:37:13;TAB-CH-05;MOV-00266;29911861 CH;Miguel;Choque Huanca;Quisbert;M;14/8/2021;Chuquisaca;Huacareta;;True;2024-01-20T14:53:32;VAC-025;Influenza Estacional;1.0;EST-CH-0291;Posta Sanitaria Valle Hermoso;LOT-GSK-2024-718;7.8;889;Intramuscular;-1.898.185;-66.081.588;10.0;Brigada móvil comunitaria
MOVIL-000397;2024-11-30T13:40:00;TAB-CH-07;MOV-00840;88931801 OR;Juana;Catari;Ticona;F;12/1/2020;Oruro;Huanuni;Comunidad Salinas;True;2024-11-30T14:44:18;VAC-007;Antipolio IPV;1.0;EST-OR-0239;Posta de Salud Bolívar;LOT-SII-2024-385;7.1;1784;Intramuscular;-18.312.579;-67.341.926;5.0;Referido de posta vecina
MOVIL-000398;2024-04-12T12:01:16;TAB-CH-02;MOV-00248;53740278 CH;Valentina;Laura;Marca;F;27/2/2023;Chuquisaca;Tarabuco;Comunidad Culpina;False;2024-04-12T14:56:06;VAC-014;Antineumocócica;3.0;EST-CH-0285;Posta Sanitaria Tiquipaya Norte;LOT-SNF-2024-499;5.2;410;Intramuscular;-18.751.621;-65.531.062;5.0;Segunda visita - completar esquema
MOVIL-000399;2024-07-15T11:42:12;TAB-OR-01;MOV-00557;;Valentina;Calle;Mamani Quispe;F;1/9/1996;Potosí;Betanzos;Comunidad Calacoto;True;2024-07-15T11:36:31;VAC-025;Influenza Estacional;1.0;EST-PT-0213;Policlínico Pampa de la Isla;LOT-AZN-2024-706;6.2;10179;Intramuscular;-18.502.331;-66.706.421;15.0;Vacunación en unidad educativa
MOVIL-000400;2024-06-19T11:24:12;TAB-OR-05;MOV-00256;23005782 CH;Fortunato;Condori Poma;Flores;M;9/6/2024;Chuquisaca;Villa Abecia;Comunidad Salinas;True;2024-06-19T15:55:39;VAC-002;Pentavalente;1.0;EST-CH-0268;Centro Ambulatorio Cota Cota;LOT-GSK-2024-675;6.8;10;Oral;-18.505.288;-64.377.721;5.0;Referido de posta vecina
MOVIL-000401;2024-12-07T11:18:22;TAB-CH-01;MOV-00807;38571331 PT;Francisca;Chipana;Choque;F;4/12/1992;Potosí;Betanzos;Comunidad Tolapampa;True;2024-12-07T08:07:24;VAC-024;dT Adulto;1.0;EST-PT-0214;Policlínico Los Lotes;LOT-AZN-2024-220;4.7;11691;Intramuscular;-18.639.374;-64.693;10.0;Segunda visita - completar esquema
MOVIL-000402;2024-05-06T07:09:49;TAB-PT-06;MOV-00273;82272708 OR;Petrona;Condori;Mamani;F;13/5/2020;Oruro;Machacamarca;Comunidad Chipaya;False;2024-05-06T08:51:49;VAC-021;Antiamarílica (FA);1.0;EST-OR-0245;Micro Hospital Huayna Potosí;LOT-GSK-2024-479;3.1;1454;Subcutánea;-18.262.646;-6.638.415;25.0;Vacunación en unidad educativa
MOVIL-000403;2025-06-18T15:11:57;TAB-PT-04;MOV-00536;33881204 OR;Nayeli;Ticona;Flores;F;3/9/2021;Oruro;Challapata;Ayllu Laymes;True;2025-06-18T13:26:23;VAC-009;Antipolio bOPV;3.0;EST-OR-0248;Centro Ambulatorio Toro Toro;LOT-AZN-2025-281;15.8;1384;Oral;-18.039.252;-67.639.669;10.0;Campaña puerta a puerta
MOVIL-000404;2024-07-16T07:00:38;TAB-CH-02;MOV-00821;42667756 PT;Carlos;Torrez;Villca;M;28/12/2012;Potosí;Llallagua;Comunidad Tinquipaya;True;2024-07-16T07:47:47;VAC-023;VPH;2.0;MOVIL-PT-001;Carpa Vacunación Huanuni;LOT-AZN-2024-693;6.4;4218;Intramuscular;-20.735.407;-64.661.464;25.0;
MOVIL-000405;2024-07-29T12:47:59;TAB-OR-01;MOV-00388;78314232 CH;Carmen;Alanoca;Condori;F;26/8/2022;Chuquisaca;Zudáñez;Comunidad Ocurí;False;2024-07-29T14:25:47;VAC-010;Antipolio bOPV;4.0;EST-CH-0281;Centro Integral de Salud Urbarí;LOT-PFZ-2024-332;10.8;703;Oral;-19.759.955;-66.060.756;10.0;Campaña puerta a puerta
MOVIL-000406;2024-02-21T11:41:25;TAB-CH-03;MOV-01006;72853923 OR;Daniela;Catari;Ticona;F;25/11/2023;Oruro;Challapata;Ayllu Jukumani;True;2024-02-21T16:06:26;VAC-001;BCG;1.0;EST-OR-0248;Centro Ambulatorio Toro Toro;PFZ2024969;2.4;88;Intradérmica;-17.830.929;-67.506.562;50.0;
MOVIL-000407;2025-04-19T07:28:20;TAB-CH-06;MOV-00202;23700314 PT;Epifania;Callisaya;Villca;F;24/9/2019;Potosí;Tinguipaya;;False;2025-04-19T11:35:54;VAC-025;Influenza Estacional;1.0;EST-PT-0207;Centro Materno Infantil Santiago de Lacaya;LOT-PFZ-2025-931;8.4;2034;Intramuscular;-20.176.702;-66.207.616;15.0;Campaña puerta a puerta
MOVIL-000408;2024-08-02T13:39:16;TAB-CH-07;MOV-01017;1531562 PT;Víctor;Yapura;Copa;M;8/4/2020;Potosí;Potosí;;False;2024-08-02T11:04:56;VAC-003;Pentavalente;2.0;EST-PT-0204;Posta Sanitaria Cota Cota;LOT-SII-2024-421;6.7;1577;Intramuscular;-19.072.886;-65.685.916;15.0;
MOVIL-000409;2025-04-22T13:26:20;TAB-OR-06;MOV-00283;3195690 OR;Santusa;Colque;Machaca;F;15/11/2019;Oruro;Salinas de Garci Mendoza;Comunidad Calacoto;False;2025-04-22T13:16:10;VAC-025;Influenza Estacional;1.0;EST-OR-0262;Centro Ambulatorio Sopocachi;LOT-SNF-2025-621;3.8;1985;Intramuscular;-18.384.115;-66.342.046;10.0;
MOVIL-000410;2024-09-10T10:37:42;TAB-PT-05;MOV-01073;88669283 PT;Sofía;Nina;Chambi;F;25/3/1993;Potosí;Tinguipaya;Comunidad Ocurí;True;2024-09-10T12:13:09;VAC-024;dT Adulto;1.0;EST-PT-0233;Puesto de Salud San Pedro;LOT-SNF-2024-134;6.1;11492;Intramuscular;-20.161.376;-64.651.176;10.0;Campaña puerta a puerta
MOVIL-000411;2024-12-28T08:47:33;TAB-CH-07;MOV-00990;4727904 CH;Grover;Condori Poma;Marca;M;18/5/2022;Chuquisaca;Villa Abecia;Comunidad Ravelo;True;2024-12-28T10:27:57;VAC-008;Antipolio bOPV;2.0;EST-CH-0268;Centro Ambulatorio Cota Cota;LOT-PFZ-2024-156;9.0;955;Oral;-1.920.734;-64.818.052;10.0;
MOVIL-000412;2024-07-15T08:22:20;TAB-OR-03;MOV-00919;30441143 CH;Gregoria;Copa;Chipana;F;6/12/2019;Chuquisaca;Presto;;False;2024-07-15T12:58:03;VAC-011;Antipolio bOPV;5.0;EST-CH-0288;Posta de Salud Temporal;LOT-SII-2024-840;12.2;1683;Oral;-19.479.994;-65.948.864;100.0;
MOVIL-000413;2024-12-06T15:52:23;TAB-OR-03;MOV-00038;;Domitila;Cruz;Mamani;F;5/4/2023;Oruro;Poopó;Comunidad Tolapampa;True;2024-12-06T10:16:12;VAC-008;Antipolio bOPV;2.0;EST-OR-0239;Posta de Salud Bolívar;LOT-SII-2024-135;5.2;611;Oral;-17.299.454;-67.433.073;15.0;
MOVIL-000414;2024-10-16T15:29:56;TAB-OR-06;MOV-00027;71995266 PT;Wilmer;Rojas;Vargas;M;25/7/2003;Potosí;Uyuni;;True;2024-10-16T12:13:30;VAC-025;Influenza Estacional;1.0;EST-CH-9001;Brigada Móvil Chipaya;LOT-AZN-2024-110;5.8;7754;Intramuscular;-18.790.732;-65.673.585;5.0;
MOVIL-000415;2024-10-11T10:05:03;TAB-CH-06;MOV-01117;24818743 OR;Edwin;Tarqui;Calle;M;27/8/1997;Oruro;Pazña;Comunidad Ocurí;True;2024-10-11T11:47:57;VAC-024;dT Adulto;1.0;EST-OR-0261;Centro Materno Infantil Miraflores;LOT-BIO-2024-677;5.5;9907;Intramuscular;-17.958.155;-66.369.554;5.0;Segunda visita - completar esquema
MOVIL-000416;2024-10-18T16:19:07;TAB-CH-04;MOV-00332;65994170 CH;María;Quisbert;Colque;F;4/6/2022;Chuquisaca;Zudáñez;Comunidad Culpina;False;2024-10-18T15:17:17;VAC-002;Pentavalente;1.0;EST-CH-0278;Centro Ambulatorio Los Lotes;LOT-SII-2024-613;7.2;867;Intramuscular;-18.495.543;-6.478.722;100.0;Segunda visita - completar esquema
MOVIL-000417;2025-04-11T10:46:35;TAB-CH-02;MOV-00304;19434369 CH;Rosa;Mamani Quispe;Alanoca;F;15/9/1995;Chuquisaca;Tarabuco;Comunidad Ravelo;True;2025-04-11T08:06:46;VAC-025;Influenza Estacional;1.0;EST-PT-9002;Punto de Vacunación U.E. Uyuni;LOT-AZN-2025-899;4.6;10801;Intramuscular;-1.869.568;-65.085.948;15.0;Campaña puerta a puerta
MOVIL-000418;2025-03-31T16:16:20;TAB-PT-06;MOV-00990;4727904 CH;Grover;Condori Poma;Marca;M;18/5/2022;Chuquisaca;Villa Abecia;Comunidad Ravelo;True;2025-03-31T13:10:17;;;1.0;EST-CH-0272;Centro Integral de Salud Senkata;LOT-AZN-2025-418;1.9;1048;Intramuscular;-1.951.877;-65.143.397;10.0;Campaña puerta a puerta
MOVIL-000419;2025-04-29T07:28:25;TAB-OR-03;MOV-00652;10920226 OR;Eusebia;Yujra;Chura;F;17/6/2013;Oruro;Oruro;Comunidad Caripuyo;True;2025-04-29T07:44:16;VAC-022;VPH;1.0;EST-OR-0263;Centro Ambulatorio Obrajes;LOT-GSK-2025-775;5.4;4334;Intramuscular;-18.263.235;-66.523.483;10.0;Vacunación en unidad educativa
MOVIL-000420;2024-10-08T08:14:36;TAB-OR-06;MOV-00932;14544707 OR;Zenón;Catari;Catari;M;29/6/1998;Oruro;Eucaliptus;Comunidad San Pedro de Quemes;True;2024-10-08T08:30:01;VAC-025;Influenza Estacional;1.0;EST-OR-0237;Centro Ambulatorio Franz Tamayo;LOT-SII-2024-450;7.6;9598;Intramuscular;-18.185.322;-67.296.637;10.0;Segunda visita - completar esquema
MOVIL-000421;2024-06-21T13:52:31;TAB-OR-05;MOV-01184;66639473 PT;Wálter;Limachi;Tarqui;M;29/6/1988;Potosí;Puna;Comunidad Chipaya;True;2024-06-21T13:09:13;VAC-024;dT Adulto;;EST-PT-0211;Centro de Salud Villa Dolores;LOT-BIO-2024-133;5.1;13141;Intramuscular;-19.610.072;-66.073.479;10.0;Referido de posta vecina
MOVIL-000422;2024-02-19T16:16:12;TAB-PT-01;MOV-00687;52920052 CH;Saturnino;Machaca;Siñani;M;24/4/2003;Chuquisaca;Yamparáez;Comunidad Ocurí;True;2024-02-19T13:56:46;VAC-025;Influenza Estacional;1.0;EST-CH-0272;Centro Integral de Salud Senkata;LOT-GSK-2024-466;6.5;7606;Intramuscular;-19.560.795;-65.905.406;10.0;Campaña puerta a puerta
MOVIL-000423;2024-10-21T16:10:26;TAB-CH-06;MOV-00265;99716167 CH;Wilmer;Vargas;Paco;M;14/10/2019;Chuquisaca;Monteagudo;Ayllu Macha;True;2024-10-21T11:12:49;VAC-025;Influenza Estacional;1.0;EST-CH-0270;Centro de Salud Kupini;LOT-PFZ-2024-344;7.0;1834;Intramuscular;-19.706.312;-65.345.039;5.0;Vacunación en unidad educativa
